KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000866001,T000866002,T000866003,T000866004,T000866005,T000866006,T000866007,T000866008,T000866009,T000866010,T000866011,T000866012,T000866013
,,,,,,,総数,Ａ　管理的職業従事者,Ｂ　専門的・技術的職業従事者,Ｃ　事務従事者,Ｄ　販売従事者,Ｅ　サービス職業従事者,Ｆ　保安職業従事者,Ｇ　農林漁業従事者,Ｈ　生産工程従事者,Ｉ　輸送・機械運転従事者,Ｊ　建設・採掘従事者,Ｋ　運搬・清掃・包装等従事者,Ｌ　分類不能の職業
1101210002,3,札幌市中央区,大通西２丁目,2,210001,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101210003,3,札幌市中央区,大通西３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101210004,3,札幌市中央区,大通西４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101210005,3,札幌市中央区,大通西５丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101210006,3,札幌市中央区,大通西６丁目,0,,,49,7,7,8,6,-,-,-,-,-,-,-,21
1101210007,3,札幌市中央区,大通西７丁目,0,,,25,4,9,8,3,-,-,-,-,-,-,-,1
1101210008,3,札幌市中央区,大通西８丁目,0,,,65,4,13,13,14,4,1,-,1,-,-,-,15
1101210009,3,札幌市中央区,大通西９丁目,0,,,70,9,23,13,11,1,1,-,1,-,-,1,10
1101210010,3,札幌市中央区,大通西１０丁目,1,,210011,72,9,18,14,3,5,1,-,-,1,-,2,19
1101210011,3,札幌市中央区,大通西１１丁目,2,210010,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101210012,3,札幌市中央区,大通西１２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101210013,3,札幌市中央区,大通西１３丁目,0,,,78,7,15,11,19,4,-,-,3,-,-,-,19
1101210014,3,札幌市中央区,大通西１４丁目,0,,,82,-,33,16,8,12,-,-,3,-,1,-,9
1101210015,3,札幌市中央区,大通西１５丁目,0,,,339,10,85,83,45,45,2,1,9,2,3,3,51
1101210016,3,札幌市中央区,大通西１６丁目,0,,,234,6,49,65,28,34,1,-,7,-,1,7,36
1101210017,3,札幌市中央区,大通西１７丁目,0,,,222,11,47,44,37,29,1,-,5,4,4,3,37
1101210018,3,札幌市中央区,大通西１８丁目,0,,,211,6,46,48,34,18,4,-,7,5,1,4,38
1101210019,3,札幌市中央区,大通西１９丁目,0,,,76,2,11,19,6,12,-,-,1,1,2,5,17
1101210020,3,札幌市中央区,大通西２０丁目,0,,,141,10,39,38,16,16,1,-,4,-,2,3,12
1101210021,3,札幌市中央区,大通西２１丁目,0,,,116,7,32,22,24,13,1,-,4,-,2,3,8
1101210022,3,札幌市中央区,大通西２２丁目,0,,,193,8,42,46,34,19,4,-,6,2,2,2,28
1101210023,3,札幌市中央区,大通西２３丁目,0,,,284,6,59,72,45,36,1,-,15,-,2,14,34
1101210024,3,札幌市中央区,大通西２４丁目,0,,,305,10,93,90,41,20,1,1,6,2,-,1,40
1101210025,3,札幌市中央区,大通西２５丁目,0,,,21,2,2,6,2,4,1,-,1,-,1,1,1
1101210026,3,札幌市中央区,大通西２６丁目,0,,,159,9,41,35,19,8,2,-,4,1,-,5,35
1101210027,3,札幌市中央区,大通西２７丁目,0,,,59,5,25,13,6,5,-,-,-,-,-,-,5
1101210028,3,札幌市中央区,大通西２８丁目,0,,,99,3,27,34,15,6,1,-,2,-,-,3,8
11016801,2,札幌市中央区,南一条東,0,,,1085,43,238,274,192,119,7,-,39,7,17,21,128
1101680101,3,札幌市中央区,南一条東１丁目,2,680102,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101680102,3,札幌市中央区,南一条東２丁目,1,,680101,189,5,36,31,40,25,1,-,7,2,-,-,42
1101680103,3,札幌市中央区,南一条東３丁目,0,,,298,11,64,62,47,50,1,-,13,1,8,5,36
1101680104,3,札幌市中央区,南一条東４丁目,0,,,39,2,9,10,9,1,1,-,2,-,-,3,2
1101680105,3,札幌市中央区,南一条東５丁目,0,,,159,9,36,46,33,12,1,-,4,1,3,4,10
1101680106,3,札幌市中央区,南一条東６丁目,0,,,154,6,37,49,25,12,1,-,1,-,3,4,16
1101680107,3,札幌市中央区,南一条東７丁目,0,,,242,10,55,76,38,18,2,-,11,3,3,5,21
1101680108,3,札幌市中央区,南一条東８丁目,0,,,4,-,1,-,-,1,-,-,1,-,-,-,1
11016802,2,札幌市中央区,南二条東,0,,,991,36,227,249,146,123,10,-,25,10,14,30,121
1101680201,3,札幌市中央区,南二条東１丁目,0,,,37,3,5,5,5,4,-,-,1,-,1,1,12
1101680202,3,札幌市中央区,南二条東２丁目,0,,,140,4,27,30,25,20,-,-,2,-,-,6,26
1101680203,3,札幌市中央区,南二条東３丁目,0,,,166,3,34,44,28,12,-,-,2,2,2,2,37
1101680204,3,札幌市中央区,南二条東４丁目,0,,,221,5,68,61,26,21,1,-,5,6,5,7,16
1101680205,3,札幌市中央区,南二条東５丁目,0,,,131,2,21,40,21,18,-,-,4,-,3,2,20
1101680206,3,札幌市中央区,南二条東６丁目,0,,,296,19,72,69,41,48,9,-,11,2,3,12,10
11016803,2,札幌市中央区,南三条東,0,,,923,53,175,171,145,112,6,-,25,9,5,21,201
1101680301,3,札幌市中央区,南三条東１丁目,0,,,71,1,13,9,4,14,-,-,4,4,-,3,19
1101680302,3,札幌市中央区,南三条東２丁目,0,,,277,14,37,40,45,40,1,-,4,2,2,9,83
1101680303,3,札幌市中央区,南三条東３丁目,0,,,349,28,76,74,62,28,1,-,8,3,2,3,64
1101680304,3,札幌市中央区,南三条東４丁目,0,,,211,10,46,46,28,30,4,-,9,-,1,5,32
1101680305,3,札幌市中央区,南三条東５丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101680306,3,札幌市中央区,南三条東６丁目,0,,,15,-,3,2,6,-,-,-,-,-,-,1,3
11016804,2,札幌市中央区,南四条東,0,,,772,24,103,122,120,134,3,-,29,6,10,23,198
1101680401,3,札幌市中央区,南四条東１丁目,0,,,21,3,4,3,2,5,-,-,-,1,-,-,3
1101680402,3,札幌市中央区,南四条東２丁目,0,,,179,5,23,33,24,25,-,-,7,2,2,6,52
1101680403,3,札幌市中央区,南四条東３丁目,0,,,211,7,26,27,29,45,1,-,9,-,2,7,58
1101680404,3,札幌市中央区,南四条東４丁目,0,,,208,7,23,26,41,35,1,-,9,1,5,7,53
1101680405,3,札幌市中央区,南四条東５丁目,0,,,153,2,27,33,24,24,1,-,4,2,1,3,32
11016805,2,札幌市中央区,南五条東,0,,,473,10,49,68,56,70,5,-,20,6,7,10,172
1101680501,3,札幌市中央区,南五条東１丁目,0,,,54,2,10,10,4,11,1,-,1,1,1,4,9
1101680502,3,札幌市中央区,南五条東２丁目,0,,,156,2,16,27,10,31,3,-,5,-,2,3,57
1101680503,3,札幌市中央区,南五条東３丁目,0,,,201,4,20,27,34,21,-,-,7,3,3,-,82
1101680504,3,札幌市中央区,南五条東４丁目,0,,,45,2,3,3,7,5,-,-,5,1,1,-,18
1101680505,3,札幌市中央区,南五条東５丁目,0,,,17,-,-,1,1,2,1,-,2,1,-,3,6
11016806,2,札幌市中央区,南六条東,0,,,243,-,23,26,43,42,1,-,2,2,3,1,100
1101680601,3,札幌市中央区,南六条東１丁目,0,,,76,-,6,10,12,16,-,-,1,-,-,1,30
1101680602,3,札幌市中央区,南六条東２丁目,0,,,131,-,14,15,22,17,1,-,-,2,3,-,57
1101680603,3,札幌市中央区,南六条東３丁目,0,,,36,-,3,1,9,9,-,-,1,-,-,-,13
11016807,2,札幌市中央区,南七条東,0,,,70,6,16,28,10,3,1,-,-,1,-,-,5
1101680701,3,札幌市中央区,南七条東１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101680702,3,札幌市中央区,南七条東２丁目,0,,,70,6,16,28,10,3,1,-,-,1,-,-,5
11016901,2,札幌市中央区,南一条西,0,,,1912,101,512,410,313,188,6,1,41,13,18,39,270
1101690101,3,札幌市中央区,南一条西１丁目,2,690201,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690102,3,札幌市中央区,南一条西２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690103,3,札幌市中央区,南一条西３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690104,3,札幌市中央区,南一条西４丁目,0,,,50,6,4,6,22,1,-,-,-,-,-,-,11
1101690105,3,札幌市中央区,南一条西５丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690106,3,札幌市中央区,南一条西６丁目,2,690108,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690107,3,札幌市中央区,南一条西７丁目,2,690108,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690108,3,札幌市中央区,南一条西８丁目,1,,690106;690107,48,5,14,13,8,5,-,-,-,-,1,-,2
1101690109,3,札幌市中央区,南一条西９丁目,0,,,84,3,12,10,13,14,-,-,-,-,1,3,28
1101690110,3,札幌市中央区,南一条西１０丁目,0,,,19,3,3,4,4,1,-,-,-,-,-,-,4
1101690111,3,札幌市中央区,南一条西１１丁目,0,,,37,-,8,7,3,7,1,-,3,-,-,-,8
1101690112,3,札幌市中央区,南一条西１２丁目,0,,,41,3,6,7,2,7,-,-,2,1,1,2,10
1101690113,3,札幌市中央区,南一条西１３丁目,0,,,74,4,18,13,14,9,-,-,-,2,-,2,12
1101690114,3,札幌市中央区,南一条西１４丁目,0,,,41,1,4,12,3,6,-,-,2,-,1,-,12
1101690115,3,札幌市中央区,南一条西１５丁目,0,,,66,2,16,10,11,7,-,-,1,-,1,2,16
1101690116,3,札幌市中央区,南一条西１６丁目,0,,,48,3,10,11,3,11,1,-,1,-,-,-,8
1101690117,3,札幌市中央区,南一条西１７丁目,0,,,76,4,18,26,5,9,1,-,2,-,3,2,6
1101690118,3,札幌市中央区,南一条西１８丁目,0,,,78,1,19,17,9,9,2,-,3,1,1,2,14
1101690119,3,札幌市中央区,南一条西１９丁目,0,,,203,6,54,44,37,19,-,-,1,2,1,5,34
1101690120,3,札幌市中央区,南一条西２０丁目,0,,,141,9,33,31,32,8,-,-,3,1,-,3,21
1101690121,3,札幌市中央区,南一条西２１丁目,0,,,206,6,57,42,49,19,-,-,7,1,2,4,19
1101690122,3,札幌市中央区,南一条西２２丁目,0,,,73,1,14,13,15,9,-,-,4,-,-,2,15
1101690123,3,札幌市中央区,南一条西２３丁目,0,,,135,4,62,33,13,9,-,-,2,-,1,3,8
1101690124,3,札幌市中央区,南一条西２４丁目,0,,,105,6,29,27,18,9,1,-,3,-,1,2,9
1101690125,3,札幌市中央区,南一条西２５丁目,0,,,129,6,41,33,20,12,-,-,1,3,-,2,11
1101690126,3,札幌市中央区,南一条西２６丁目,0,,,49,9,11,11,4,4,-,-,4,1,-,-,5
1101690127,3,札幌市中央区,南一条西２７丁目,0,,,127,6,42,28,17,12,-,1,2,-,3,5,11
1101690128,3,札幌市中央区,南一条西２８丁目,0,,,82,13,37,12,11,1,-,-,-,1,1,-,6
11016902,2,札幌市中央区,南二条西,0,,,2318,104,545,502,344,273,24,2,70,15,18,68,353
1101690201,3,札幌市中央区,南二条西１丁目,1,,690101,32,-,6,7,2,5,-,-,2,-,-,1,9
1101690202,3,札幌市中央区,南二条西２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690203,3,札幌市中央区,南二条西３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690204,3,札幌市中央区,南二条西４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690205,3,札幌市中央区,南二条西５丁目,0,,,14,1,2,-,2,2,-,-,-,-,-,1,6
1101690206,3,札幌市中央区,南二条西６丁目,0,,,39,-,5,11,9,4,1,-,1,-,-,1,7
1101690207,3,札幌市中央区,南二条西７丁目,0,,,11,2,2,1,1,2,-,-,1,-,-,1,1
1101690208,3,札幌市中央区,南二条西８丁目,0,,,168,13,43,34,24,21,2,-,6,4,1,7,13
1101690209,3,札幌市中央区,南二条西９丁目,0,,,225,6,48,51,33,27,1,-,4,1,-,-,54
1101690210,3,札幌市中央区,南二条西１０丁目,0,,,131,3,33,18,18,22,1,-,2,2,-,4,28
1101690211,3,札幌市中央区,南二条西１１丁目,0,,,21,-,3,7,1,3,-,-,-,-,-,1,6
1101690212,3,札幌市中央区,南二条西１２丁目,0,,,179,9,39,43,21,17,1,-,6,-,3,4,36
1101690213,3,札幌市中央区,南二条西１３丁目,0,,,217,4,55,51,28,32,-,1,4,-,2,4,36
1101690214,3,札幌市中央区,南二条西１４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690215,3,札幌市中央区,南二条西１５丁目,2,690216,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690216,3,札幌市中央区,南二条西１６丁目,1,,690215,10,-,1,2,1,-,2,-,2,1,-,1,-
1101690217,3,札幌市中央区,南二条西１７丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690218,3,札幌市中央区,南二条西１８丁目,0,,,98,1,27,13,11,13,1,-,-,-,2,5,25
1101690219,3,札幌市中央区,南二条西１９丁目,0,,,196,5,39,47,22,27,9,-,9,1,-,4,33
1101690220,3,札幌市中央区,南二条西２０丁目,0,,,36,1,6,8,8,5,-,-,1,-,-,3,4
1101690221,3,札幌市中央区,南二条西２１丁目,0,,,139,7,43,32,32,7,1,-,2,-,-,2,13
1101690222,3,札幌市中央区,南二条西２２丁目,0,,,173,7,35,34,40,26,1,-,8,1,1,6,14
1101690223,3,札幌市中央区,南二条西２３丁目,0,,,102,6,38,17,12,8,-,-,2,1,1,1,16
1101690224,3,札幌市中央区,南二条西２４丁目,0,,,78,7,12,12,16,7,1,1,4,-,1,4,13
1101690225,3,札幌市中央区,南二条西２５丁目,0,,,154,7,38,27,27,22,1,-,6,1,1,4,20
1101690226,3,札幌市中央区,南二条西２６丁目,0,,,155,11,39,45,17,13,1,-,6,1,5,9,8
1101690227,3,札幌市中央区,南二条西２７丁目,0,,,84,9,18,25,13,3,-,-,2,2,-,5,7
1101690228,3,札幌市中央区,南二条西２８丁目,0,,,56,5,13,17,6,7,1,-,2,-,1,-,4
11016903,2,札幌市中央区,南三条西,0,,,1794,73,421,386,261,239,11,-,60,11,16,40,276
1101690301,3,札幌市中央区,南三条西１丁目,0,,,74,4,6,17,16,4,-,-,1,-,-,1,25
1101690302,3,札幌市中央区,南三条西２丁目,0,,,35,-,6,5,2,10,1,-,1,-,-,3,7
1101690303,3,札幌市中央区,南三条西３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690304,3,札幌市中央区,南三条西４丁目,2,690306,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690305,3,札幌市中央区,南三条西５丁目,2,690306,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690306,3,札幌市中央区,南三条西６丁目,1,,690304;690305,58,5,10,8,8,10,-,-,1,2,-,-,14
1101690307,3,札幌市中央区,南三条西７丁目,0,,,118,5,16,22,22,28,-,-,3,-,1,3,18
1101690308,3,札幌市中央区,南三条西８丁目,0,,,286,5,57,54,47,44,3,-,8,-,-,6,62
1101690309,3,札幌市中央区,南三条西９丁目,1,,690310,292,23,70,61,37,37,4,-,11,-,2,5,42
1101690310,3,札幌市中央区,南三条西１０丁目,2,690309,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690311,3,札幌市中央区,南三条西１１丁目,0,,,35,-,3,10,6,8,-,-,2,2,1,3,-
1101690312,3,札幌市中央区,南三条西１２丁目,0,,,131,6,32,26,17,23,-,-,4,1,3,5,14
1101690313,3,札幌市中央区,南三条西１３丁目,0,,,51,-,22,5,7,5,-,-,2,1,-,-,9
1101690314,3,札幌市中央区,南三条西１４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690315,3,札幌市中央区,南三条西１５丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690316,3,札幌市中央区,南三条西１６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690317,3,札幌市中央区,南三条西１７丁目,2,690416,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690318,3,札幌市中央区,南三条西１８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690320,3,札幌市中央区,南三条西２０丁目,0,,,128,2,37,20,15,23,1,-,5,-,4,5,16
1101690321,3,札幌市中央区,南三条西２１丁目,0,,,46,2,15,10,8,5,-,-,1,-,-,-,5
1101690322,3,札幌市中央区,南三条西２２丁目,0,,,82,6,18,27,5,10,-,-,2,2,-,2,10
1101690323,3,札幌市中央区,南三条西２３丁目,0,,,85,3,16,24,24,6,-,-,5,-,1,1,5
1101690324,3,札幌市中央区,南三条西２４丁目,0,,,59,2,9,14,6,8,2,-,4,2,2,1,9
1101690325,3,札幌市中央区,南三条西２５丁目,0,,,77,3,29,18,7,4,-,-,4,1,1,1,9
1101690326,3,札幌市中央区,南三条西２６丁目,0,,,97,4,37,28,12,5,-,-,1,-,1,1,8
1101690327,3,札幌市中央区,南三条西２７丁目,0,,,122,3,33,35,19,8,-,-,3,-,-,2,19
1101690328,3,札幌市中央区,南三条西２８丁目,0,,,18,-,5,2,3,1,-,-,2,-,-,1,4
11016904,2,札幌市中央区,南四条西,0,,,2665,79,647,555,350,329,23,4,78,21,30,77,472
1101690401,3,札幌市中央区,南四条西１丁目,1,,690402,20,3,-,3,2,5,-,-,-,-,-,5,2
1101690402,3,札幌市中央区,南四条西２丁目,2,690401,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690403,3,札幌市中央区,南四条西３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690404,3,札幌市中央区,南四条西４丁目,2,690406,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690405,3,札幌市中央区,南四条西５丁目,2,690406,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690406,3,札幌市中央区,南四条西６丁目,1,,690404;690405,40,3,3,5,4,11,-,-,-,-,-,-,14
1101690407,3,札幌市中央区,南四条西７丁目,0,,,8,1,-,-,4,1,-,-,-,-,-,-,2
1101690408,3,札幌市中央区,南四条西８丁目,0,,,166,8,28,24,22,33,1,-,2,-,2,4,42
1101690409,3,札幌市中央区,南四条西９丁目,0,,,65,1,9,4,14,6,-,-,-,-,2,8,21
1101690410,3,札幌市中央区,南四条西１０丁目,0,,,250,2,28,41,31,43,3,1,5,-,3,4,89
1101690411,3,札幌市中央区,南四条西１１丁目,0,,,113,1,30,21,9,16,3,-,3,-,1,2,27
1101690412,3,札幌市中央区,南四条西１２丁目,0,,,126,2,18,20,15,23,-,-,8,3,-,5,32
1101690413,3,札幌市中央区,南四条西１３丁目,0,,,367,14,87,74,48,56,3,2,13,2,4,12,52
1101690414,3,札幌市中央区,南四条西１４丁目,0,,,129,4,40,28,20,13,-,-,3,-,2,3,16
1101690415,3,札幌市中央区,南四条西１５丁目,0,,,203,2,72,48,15,18,1,-,5,1,-,7,34
1101690416,3,札幌市中央区,南四条西１６丁目,1,,690317;690417,144,2,21,35,21,20,2,1,4,1,3,5,29
1101690417,3,札幌市中央区,南四条西１７丁目,2,690416,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690418,3,札幌市中央区,南四条西１８丁目,0,,,209,4,64,51,39,14,3,-,7,2,1,6,18
1101690420,3,札幌市中央区,南四条西２０丁目,0,,,82,7,27,13,13,6,1,-,1,1,-,-,13
1101690421,3,札幌市中央区,南四条西２１丁目,0,,,150,5,48,38,20,6,2,-,7,3,2,1,18
1101690422,3,札幌市中央区,南四条西２２丁目,0,,,84,3,23,20,1,5,1,-,7,3,9,4,8
1101690423,3,札幌市中央区,南四条西２３丁目,0,,,105,2,32,25,10,17,1,-,6,1,-,1,10
1101690424,3,札幌市中央区,南四条西２４丁目,0,,,99,3,28,26,16,9,-,-,1,1,1,6,8
1101690425,3,札幌市中央区,南四条西２５丁目,0,,,123,7,32,30,24,12,-,-,2,2,-,2,12
1101690426,3,札幌市中央区,南四条西２６丁目,0,,,128,5,44,33,17,12,1,-,2,-,-,-,14
1101690427,3,札幌市中央区,南四条西２７丁目,0,,,54,-,13,16,5,3,1,-,2,1,-,2,11
1101690428,3,札幌市中央区,南四条西２８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
11016905,2,札幌市中央区,南五条西,0,,,3052,76,608,539,352,473,27,3,97,49,63,125,640
1101690501,3,札幌市中央区,南五条西１丁目,0,,,119,3,14,20,9,15,-,-,1,-,1,2,54
1101690502,3,札幌市中央区,南五条西２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690503,3,札幌市中央区,南五条西３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690504,3,札幌市中央区,南五条西４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690505,3,札幌市中央区,南五条西５丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690506,3,札幌市中央区,南五条西６丁目,0,,,4,-,-,-,1,1,-,-,-,-,-,-,2
1101690507,3,札幌市中央区,南五条西７丁目,0,,,120,3,10,10,8,36,2,-,1,-,1,5,44
1101690508,3,札幌市中央区,南五条西８丁目,0,,,175,4,21,24,16,28,2,-,2,2,2,4,70
1101690509,3,札幌市中央区,南五条西９丁目,0,,,261,3,29,37,21,62,1,-,5,1,2,14,86
1101690510,3,札幌市中央区,南五条西１０丁目,0,,,233,3,25,40,25,52,1,-,11,4,6,6,60
1101690511,3,札幌市中央区,南五条西１１丁目,0,,,68,-,6,7,7,21,1,-,2,2,2,1,19
1101690512,3,札幌市中央区,南五条西１２丁目,0,,,264,4,46,44,29,40,6,1,15,3,4,11,61
1101690513,3,札幌市中央区,南五条西１３丁目,0,,,235,11,38,28,40,41,2,1,6,2,6,14,46
1101690514,3,札幌市中央区,南五条西１４丁目,0,,,267,7,82,56,31,32,1,-,5,3,8,10,32
1101690515,3,札幌市中央区,南五条西１５丁目,0,,,119,1,28,22,12,14,1,-,7,2,2,6,24
1101690516,3,札幌市中央区,南五条西１６丁目,0,,,144,-,30,32,10,9,2,-,9,19,9,4,20
1101690517,3,札幌市中央区,南五条西１７丁目,0,,,41,1,9,4,6,6,-,-,2,2,-,3,8
1101690518,3,札幌市中央区,南五条西１８丁目,0,,,188,5,51,32,25,24,3,-,6,2,4,9,27
1101690520,3,札幌市中央区,南五条西２０丁目,0,,,92,8,32,19,13,9,-,-,-,1,2,4,4
1101690521,3,札幌市中央区,南五条西２１丁目,0,,,101,4,24,26,15,11,-,-,1,1,4,3,12
1101690522,3,札幌市中央区,南五条西２２丁目,0,,,95,3,24,19,15,10,-,1,3,-,1,6,13
1101690523,3,札幌市中央区,南五条西２３丁目,0,,,113,4,34,30,14,11,1,-,3,3,2,2,9
1101690524,3,札幌市中央区,南五条西２４丁目,0,,,100,3,19,26,12,17,1,-,5,1,1,8,7
1101690525,3,札幌市中央区,南五条西２５丁目,0,,,106,2,22,24,18,17,1,-,7,-,3,4,8
1101690526,3,札幌市中央区,南五条西２６丁目,0,,,138,5,54,23,15,13,2,-,4,-,3,4,15
1101690527,3,札幌市中央区,南五条西２７丁目,0,,,69,2,10,16,10,4,-,-,2,1,-,5,19
1101690528,3,札幌市中央区,南五条西２８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
11016906,2,札幌市中央区,南六条西,0,,,3645,110,690,695,503,537,25,3,132,31,57,137,725
1101690601,3,札幌市中央区,南六条西１丁目,0,,,114,9,8,26,28,9,-,-,2,-,-,1,31
1101690602,3,札幌市中央区,南六条西２丁目,0,,,93,2,5,11,12,16,-,-,-,-,-,1,46
1101690603,3,札幌市中央区,南六条西３丁目,0,,,20,-,-,1,1,6,-,-,1,-,-,1,10
1101690604,3,札幌市中央区,南六条西４丁目,1,,690605,9,1,-,1,-,4,1,-,-,1,-,-,1
1101690605,3,札幌市中央区,南六条西５丁目,2,690604,,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690606,3,札幌市中央区,南六条西６丁目,0,,,7,-,-,-,-,1,-,-,-,-,-,-,6
1101690607,3,札幌市中央区,南六条西７丁目,0,,,140,1,8,12,9,41,-,-,2,-,1,3,63
1101690608,3,札幌市中央区,南六条西８丁目,0,,,107,1,3,8,12,36,1,-,4,1,1,-,40
1101690609,3,札幌市中央区,南六条西９丁目,0,,,217,5,13,24,25,43,3,-,6,-,5,16,77
1101690610,3,札幌市中央区,南六条西１０丁目,0,,,31,-,6,10,2,7,-,-,-,-,-,1,5
1101690611,3,札幌市中央区,南六条西１１丁目,0,,,193,4,19,33,24,42,-,-,7,3,3,7,51
1101690612,3,札幌市中央区,南六条西１２丁目,0,,,259,7,49,38,35,37,3,-,8,-,5,8,69
1101690613,3,札幌市中央区,南六条西１３丁目,0,,,330,6,62,65,42,43,3,-,13,5,5,13,73
1101690614,3,札幌市中央区,南六条西１４丁目,0,,,166,7,38,33,25,21,-,1,6,5,3,10,17
1101690615,3,札幌市中央区,南六条西１５丁目,0,,,191,8,46,37,36,20,2,-,8,2,5,6,21
1101690616,3,札幌市中央区,南六条西１６丁目,0,,,149,3,34,30,19,25,1,1,5,2,3,7,19
1101690617,3,札幌市中央区,南六条西１７丁目,0,,,254,11,67,58,36,28,1,-,10,2,7,9,25
1101690618,3,札幌市中央区,南六条西１８丁目,0,,,208,4,45,47,30,30,2,-,8,-,1,6,35
1101690620,3,札幌市中央区,南六条西２０丁目,0,,,187,6,57,52,25,14,1,-,2,-,2,6,22
1101690621,3,札幌市中央区,南六条西２１丁目,0,,,124,5,28,18,18,16,-,-,7,1,1,9,21
1101690622,3,札幌市中央区,南六条西２２丁目,0,,,206,2,52,40,29,28,1,-,15,2,4,8,25
1101690623,3,札幌市中央区,南六条西２３丁目,0,,,166,3,35,37,24,23,2,1,12,1,2,7,19
1101690624,3,札幌市中央区,南六条西２４丁目,0,,,144,12,33,34,26,7,2,-,9,-,3,4,14
1101690625,3,札幌市中央区,南六条西２５丁目,0,,,155,3,51,37,18,17,2,-,5,3,2,7,10
1101690626,3,札幌市中央区,南六条西２６丁目,0,,,172,10,30,41,27,23,-,-,2,3,4,7,25
1101690627,3,札幌市中央区,南六条西２７丁目,0,,,3,-,1,2,-,-,-,-,-,-,-,-,-
11016907,2,札幌市中央区,南七条西,0,,,3016,119,559,561,360,501,40,3,98,40,54,122,559
1101690701,3,札幌市中央区,南七条西１丁目,0,,,216,16,44,41,25,31,2,-,4,2,3,4,44
1101690702,3,札幌市中央区,南七条西２丁目,0,,,162,5,19,28,10,47,-,1,1,3,4,7,37
1101690703,3,札幌市中央区,南七条西３丁目,0,,,13,2,1,-,3,-,-,-,-,-,-,1,6
1101690704,3,札幌市中央区,南七条西４丁目,0,,,36,1,2,1,2,6,-,-,1,-,2,2,19
1101690705,3,札幌市中央区,南七条西５丁目,0,,,32,-,2,5,4,9,1,-,3,2,1,1,4
1101690706,3,札幌市中央区,南七条西６丁目,0,,,106,4,6,12,17,28,-,-,3,-,1,5,30
1101690707,3,札幌市中央区,南七条西７丁目,0,,,138,4,12,11,7,35,3,-,5,1,3,1,56
1101690708,3,札幌市中央区,南七条西８丁目,0,,,75,1,2,13,4,16,1,-,-,1,1,2,34
1101690709,3,札幌市中央区,南七条西９丁目,0,,,114,1,9,16,11,27,4,-,3,1,1,6,35
1101690710,3,札幌市中央区,南七条西１０丁目,0,,,87,1,9,6,10,19,2,-,-,1,-,11,28
1101690711,3,札幌市中央区,南七条西１１丁目,0,,,74,2,8,13,10,14,-,-,4,-,1,1,21
1101690712,3,札幌市中央区,南七条西１２丁目,0,,,310,7,44,52,27,55,6,-,6,6,10,21,76
