KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000865001,T000865002,T000865003,T000865004,T000865005,T000865006,T000865007,T000865008,T000865009,T000865010,T000865011,T000865012,T000865013,T000865014,T000865015,T000865016,T000865017,T000865018,T000865019,T000865020,T000865021,T000865022,T000865023,T000865024,T000865025
,,,,,,,総数,Ａ　農業、林業,　うち農業,Ｂ　漁業,Ｃ　鉱業、採石業、砂利採取業,Ｄ　建設業,Ｅ　製造業,Ｆ　電気・ガス・熱供給・水道業,Ｇ　情報通信業,Ｈ　運輸業、郵便業,Ｉ　卸売業、小売業,Ｊ　金融業、保険業,Ｋ　不動産業、物品賃貸業,Ｌ　学術研究、専門・技術サービス業,Ｍ　宿泊業、飲食サービス業,Ｎ　生活関連サービス業、娯楽業,Ｏ　教育、学習支援業,Ｐ　医療、福祉,Ｑ　複合サービス事業,Ｒ　サービス業（他に分類されないもの）,Ｓ　公務（他に分類されるものを除く）,Ｔ　分類不能の産業,雇用者（役員を含む）,自営業主（家庭内職者を含む）,家族従業者
1212028003,3,留萌市,高砂町３丁目,0,,,38,1,-,-,-,1,2,1,-,6,7,-,-,1,1,-,-,7,-,4,7,-,36,1,1
12120290,2,留萌市,東雲町,0,,,431,14,13,1,-,37,26,2,1,22,53,11,8,10,13,7,18,98,6,20,83,1,406,16,8
1212029001,3,留萌市,東雲町１丁目,0,,,187,4,3,-,-,17,8,1,1,10,20,6,2,5,6,3,5,41,1,6,51,-,181,6,-
1212029002,3,留萌市,東雲町２丁目,0,,,228,10,10,1,-,14,16,1,-,12,31,4,6,5,5,4,13,56,5,12,32,1,212,8,7
1212029003,3,留萌市,東雲町３丁目,0,,,16,-,-,-,-,6,2,-,-,-,2,1,-,-,2,-,-,1,-,2,-,-,13,2,1
12120300,2,留萌市,礼受町,0,,,53,-,-,5,-,7,8,-,-,-,7,1,-,-,2,2,4,7,2,3,2,3,33,10,7
12120310,2,留萌市,浜中町,0,,,41,-,-,3,-,8,5,-,1,3,7,-,-,-,1,-,1,9,-,2,1,-,33,6,2
12120320,2,留萌市,三泊町,0,,,49,-,-,4,-,8,8,-,-,4,14,1,-,-,1,-,1,3,-,3,2,-,43,4,2
12120330,2,留萌市,塩見町,0,,,58,1,-,6,-,10,6,1,-,3,9,-,1,-,3,1,-,6,-,7,4,-,50,6,2
12120340,2,留萌市,春日町,0,,,152,7,7,4,-,38,13,-,-,15,20,-,-,2,10,10,3,17,2,8,3,-,132,15,5
1212034001,3,留萌市,春日町１丁目,0,,,130,1,1,4,-,32,11,-,-,14,19,-,-,2,7,10,3,15,2,7,3,-,120,9,1
1212034002,3,留萌市,春日町２丁目,0,,,10,-,-,-,-,1,2,-,-,-,1,-,-,-,3,-,-,2,-,1,-,-,7,2,1
1212034003,3,留萌市,春日町３丁目,0,,,12,6,6,-,-,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,5,4,3
12120351,2,留萌市,大和田町,0,,,93,13,13,1,-,11,7,2,-,5,12,1,3,1,7,2,2,8,2,12,4,-,75,10,7
1212035100,3,留萌市,大和田町,0,,,13,9,9,-,-,-,1,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,4,4,5
1212035101,3,留萌市,大和田町１丁目,0,,,9,-,-,-,-,1,-,-,-,-,-,-,3,-,2,-,-,1,-,2,-,-,7,1,1
1212035102,3,留萌市,大和田町２丁目,0,,,16,2,2,-,-,3,3,-,-,-,2,-,-,1,-,-,1,1,-,2,1,-,14,1,1
1212035103,3,留萌市,大和田町３丁目,0,,,55,2,2,1,-,7,3,2,-,4,8,1,-,-,5,2,1,6,2,8,3,-,50,4,-
12120460,2,留萌市,平和台,0,,,253,1,-,3,-,33,62,3,2,17,32,6,2,3,9,7,1,37,1,8,25,1,244,6,3
1212046001,3,留萌市,平和台１丁目,0,,,201,1,-,3,-,21,56,3,2,12,24,4,2,3,6,7,1,26,1,5,23,1,194,4,3
1212046002,3,留萌市,平和台２丁目,0,,,52,-,-,-,-,12,6,-,-,5,8,2,-,-,3,-,-,11,-,3,2,-,50,2,-
12120470,2,留萌市,潮静,0,,,575,11,8,5,-,67,32,2,2,42,68,13,5,6,23,14,26,98,7,30,121,3,539,22,10
1212047001,3,留萌市,潮静１丁目,0,,,271,4,3,4,-,27,12,1,1,19,23,6,-,2,13,9,7,43,4,14,82,-,250,13,7
1212047002,3,留萌市,潮静２丁目,0,,,168,4,3,-,-,18,15,1,1,12,31,3,2,2,6,3,8,32,3,9,15,3,158,5,2
1212047003,3,留萌市,潮静３丁目,0,,,130,1,-,1,-,22,5,-,-,10,14,4,3,2,3,2,11,22,-,6,24,-,127,3,-
1212047004,3,留萌市,潮静４丁目,0,,,6,2,2,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,1,-,-,4,1,1
12120480,2,留萌市,大字留萌村,0,,,40,28,28,-,-,-,1,-,-,-,3,-,-,-,-,1,-,2,-,4,1,-,13,12,15
1212048001,3,留萌市,大字留萌村字カモイワ,1,,48002,7,-,-,-,-,-,1,-,-,-,2,-,-,-,-,1,-,1,-,2,-,-,7,-,-
1212048002,3,留萌市,大字留萌村字バンゴベ,2,48001,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1212048003,3,留萌市,大字留萌村字千葉辺利,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1212048004,3,留萌市,大字留萌村字峠下,0,,,13,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7
1212048005,3,留萌市,大字留萌村字留萌,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1212048006,3,留萌市,大字留萌村字東幌糠,1,,527,20,15,15,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,2,1,-,6,6,8
12120527,2,留萌市,樽真布町,2,48006,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
12120531,2,留萌市,幌糠町,0,,,66,31,31,1,-,8,1,-,-,1,7,-,-,-,1,2,1,3,1,6,3,-,35,17,13
12120532,2,留萌市,藤山町,0,,,51,24,24,2,-,7,-,-,-,4,2,-,-,-,-,-,-,4,1,4,3,-,31,12,8
12120559,2,留萌市,水面調査区,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1213,1,苫小牧市,,0,,,76793,1134,1044,139,135,8016,10954,667,532,7199,11474,1268,1083,1379,4048,3000,2687,9293,579,5324,2269,5613,66901,4139,938
12130010,2,苫小牧市,青葉町,0,,,868,15,13,-,1,79,107,5,5,72,147,16,10,18,70,36,22,122,12,64,10,57,768,43,11
1213001001,3,苫小牧市,青葉町１丁目,0,,,319,6,6,-,-,21,46,1,1,33,55,4,4,2,26,10,5,50,5,25,1,24,282,14,2
1213001002,3,苫小牧市,青葉町２丁目,0,,,549,9,7,-,1,58,61,4,4,39,92,12,6,16,44,26,17,72,7,39,9,33,486,29,9
12130020,2,苫小牧市,旭町,0,,,249,2,2,-,-,13,29,1,2,12,31,2,2,8,25,11,9,31,1,18,33,19,200,21,9
1213002001,3,苫小牧市,旭町１丁目,0,,,41,-,-,-,-,3,8,1,1,1,6,1,-,1,2,1,3,5,-,3,1,4,36,1,1
1213002002,3,苫小牧市,旭町２丁目,1,,2003,168,2,2,-,-,6,17,-,-,9,18,-,1,1,22,10,5,22,1,14,28,12,136,14,5
1213002003,3,苫小牧市,旭町３丁目,2,2002,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1213002004,3,苫小牧市,旭町４丁目,0,,,40,-,-,-,-,4,4,-,1,2,7,1,1,6,1,-,1,4,-,1,4,3,28,6,3
12130030,2,苫小牧市,泉町,0,,,522,10,10,3,-,54,52,5,4,38,78,3,15,12,35,24,18,64,6,33,21,47,436,33,10
1213003001,3,苫小牧市,泉町１丁目,0,,,367,8,8,3,-,42,35,4,1,29,60,2,10,11,19,17,11,45,5,23,8,34,304,23,10
1213003002,3,苫小牧市,泉町２丁目,0,,,155,2,2,-,-,12,17,1,3,9,18,1,5,1,16,7,7,19,1,10,13,13,132,10,-
12130040,2,苫小牧市,王子町,0,,,415,6,3,-,-,8,215,2,1,7,29,12,6,2,14,12,6,50,5,13,13,14,395,5,1
1213004001,3,苫小牧市,王子町１丁目,0,,,202,3,-,-,-,2,126,-,-,3,16,4,4,1,5,4,1,18,1,5,2,7,190,4,1
1213004002,3,苫小牧市,王子町２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1213004003,3,苫小牧市,王子町３丁目,0,,,213,3,3,-,-,6,89,2,1,4,13,8,2,1,9,8,5,32,4,8,11,7,205,1,-
12130050,2,苫小牧市,大町,0,,,78,1,1,-,-,4,8,-,1,1,17,-,1,-,15,8,1,4,-,7,-,10,49,18,5
1213005001,3,苫小牧市,大町１丁目,0,,,42,-,-,-,-,1,3,-,1,-,9,-,-,-,11,3,1,2,-,3,-,8,24,11,3
1213005002,3,苫小牧市,大町２丁目,0,,,36,1,1,-,-,3,5,-,-,1,8,-,1,-,4,5,-,2,-,4,-,2,25,7,2
12130060,2,苫小牧市,音羽町,0,,,713,11,11,-,-,70,76,5,5,77,109,11,7,19,64,33,8,67,5,51,20,75,565,64,17
1213006001,3,苫小牧市,音羽町１丁目,0,,,309,7,7,-,-,28,30,3,2,38,46,3,4,10,31,17,1,25,-,27,3,34,250,24,7
1213006002,3,苫小牧市,音羽町２丁目,0,,,404,4,4,-,-,42,46,2,3,39,63,8,3,9,33,16,7,42,5,24,17,41,315,40,10
12130070,2,苫小牧市,表町,0,,,363,1,1,-,-,26,20,4,16,21,41,11,11,15,21,5,16,97,5,11,18,24,311,23,7
1213007001,3,苫小牧市,表町１丁目,1,,7002,70,-,-,-,-,4,4,2,4,5,8,1,4,4,9,2,1,15,1,4,1,1,59,8,2
1213007002,3,苫小牧市,表町２丁目,2,7001,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1213007003,3,苫小牧市,表町３丁目,0,,,5,-,-,-,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,1,-,4,-,1
1213007004,3,苫小牧市,表町４丁目,0,,,57,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,54,-,-,-,-,57,-,-
1213007005,3,苫小牧市,表町５丁目,0,,,231,1,1,-,-,21,16,2,11,16,30,10,7,11,10,3,15,28,4,7,16,23,191,15,4
1213007006,3,苫小牧市,表町６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12130080,2,苫小牧市,春日町,0,,,950,9,9,1,-,82,79,36,5,79,152,16,18,20,50,50,38,109,11,80,28,87,814,54,10
1213008001,3,苫小牧市,春日町１丁目,0,,,338,5,5,1,-,24,29,28,1,26,41,3,3,7,19,17,17,42,3,26,9,37,288,13,3
1213008002,3,苫小牧市,春日町２丁目,0,,,286,3,3,-,-,30,24,3,2,26,66,5,6,6,16,14,7,30,5,27,6,10,257,20,4
1213008003,3,苫小牧市,春日町３丁目,0,,,326,1,1,-,-,28,26,5,2,27,45,8,9,7,15,19,14,37,3,27,13,40,269,21,3
12130090,2,苫小牧市,木場町,0,,,617,6,6,-,2,41,57,8,4,40,96,25,15,10,37,22,32,86,7,45,23,61,522,35,6
1213009001,3,苫小牧市,木場町１丁目,0,,,48,-,-,-,1,1,5,-,-,7,8,3,1,-,-,3,4,5,1,5,3,1,45,2,-
1213009002,3,苫小牧市,木場町２丁目,0,,,336,5,5,-,1,28,26,5,2,23,58,14,8,5,23,11,13,47,4,21,12,30,287,20,2
1213009003,3,苫小牧市,木場町３丁目,0,,,233,1,1,-,-,12,26,3,2,10,30,8,6,5,14,8,15,34,2,19,8,30,190,13,4
1213009004,3,苫小牧市,木場町４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12130100,2,苫小牧市,啓北町,0,,,606,8,7,3,1,90,63,1,5,57,109,9,5,11,32,29,14,73,3,36,16,41,522,38,7
1213010001,3,苫小牧市,啓北町１丁目,0,,,343,7,6,1,-,55,32,1,3,34,59,6,2,4,21,17,8,36,2,19,12,24,298,19,3
1213010002,3,苫小牧市,啓北町２丁目,0,,,263,1,1,2,1,35,31,-,2,23,50,3,3,7,11,12,6,37,1,17,4,17,224,19,4
12130110,2,苫小牧市,寿町,0,,,157,-,-,-,-,14,13,-,2,11,28,4,3,2,17,3,5,21,1,13,4,16,128,14,1
1213011001,3,苫小牧市,寿町１丁目,0,,,78,-,-,-,-,9,9,-,1,4,10,2,2,1,10,2,2,7,1,7,1,10,62,6,-
1213011002,3,苫小牧市,寿町２丁目,0,,,79,-,-,-,-,5,4,-,1,7,18,2,1,1,7,1,3,14,-,6,3,6,66,8,1
12130120,2,苫小牧市,幸町,0,,,242,4,4,-,-,30,25,3,2,17,30,7,2,2,17,7,3,23,1,28,7,34,182,23,5
1213012001,3,苫小牧市,幸町１丁目,0,,,120,2,2,-,-,19,10,1,1,7,14,2,1,2,8,3,1,13,-,19,1,16,92,12,2
1213012002,3,苫小牧市,幸町２丁目,0,,,122,2,2,-,-,11,15,2,1,10,16,5,1,-,9,4,2,10,1,9,6,18,90,11,3
12130130,2,苫小牧市,栄町,0,,,326,5,4,-,1,21,25,1,9,22,41,15,3,5,42,15,8,28,2,18,11,54,243,30,7
1213013001,3,苫小牧市,栄町１丁目,0,,,98,3,2,-,-,6,8,-,1,6,16,2,1,1,10,2,2,13,-,8,2,17,77,6,1
1213013002,3,苫小牧市,栄町２丁目,0,,,107,-,-,-,-,10,10,1,1,7,15,4,1,1,20,6,2,10,1,6,2,10,86,11,3
1213013003,3,苫小牧市,栄町３丁目,0,,,121,2,2,-,1,5,7,-,7,9,10,9,1,3,12,7,4,5,1,4,7,27,80,13,3
12130140,2,苫小牧市,三光町,0,,,2130,25,22,2,5,189,313,28,25,178,354,42,43,58,94,59,94,286,21,144,70,100,1911,114,21
1213014001,3,苫小牧市,三光町１丁目,0,,,547,9,8,-,1,45,92,11,6,50,81,16,10,10,22,14,19,79,7,28,20,27,506,19,2
1213014002,3,苫小牧市,三光町２丁目,0,,,491,5,5,1,-,53,47,4,3,47,99,11,13,10,31,18,5,52,1,39,12,40,427,26,3
1213014003,3,苫小牧市,三光町３丁目,0,,,263,1,1,-,2,31,34,3,3,19,50,2,2,10,8,9,13,35,4,17,8,12,228,21,6
1213014004,3,苫小牧市,三光町４丁目,0,,,262,2,1,-,1,10,43,3,8,18,32,-,7,10,14,6,21,50,3,25,6,3,237,16,7
1213014005,3,苫小牧市,三光町５丁目,0,,,393,5,4,1,1,42,63,5,2,29,71,9,7,15,9,11,16,52,5,26,14,10,350,28,3
1213014006,3,苫小牧市,三光町６丁目,0,,,174,3,3,-,-,8,34,2,3,15,21,4,4,3,10,1,20,18,1,9,10,8,163,4,-
12130150,2,苫小牧市,汐見町,0,,,510,11,11,57,1,49,46,3,5,37,92,6,11,4,32,21,8,43,5,37,17,25,385,81,21
1213015001,3,苫小牧市,汐見町１丁目,0,,,27,-,-,3,-,5,2,-,-,-,9,-,-,-,3,1,-,2,-,-,-,2,20,4,1
1213015002,3,苫小牧市,汐見町２丁目,0,,,145,1,1,47,-,16,9,-,-,8,16,1,2,-,15,3,1,9,2,9,1,5,84,41,15
1213015003,3,苫小牧市,汐見町３丁目,0,,,338,10,10,7,1,28,35,3,5,29,67,5,9,4,14,17,7,32,3,28,16,18,281,36,5
12130160,2,苫小牧市,清水町,0,,,210,3,3,-,-,29,17,6,2,11,27,2,2,2,7,2,19,30,2,9,24,16,188,7,-
1213016001,3,苫小牧市,清水町１丁目,0,,,79,2,2,-,-,22,5,5,1,5,8,-,-,1,1,-,3,11,1,5,1,8,70,1,-
1213016002,3,苫小牧市,清水町２丁目,0,,,131,1,1,-,-,7,12,1,1,6,19,2,2,1,6,2,16,19,1,4,23,8,118,6,-
1213016003,3,苫小牧市,清水町３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1213016004,3,苫小牧市,清水町４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12130170,2,苫小牧市,白金町,0,,,140,2,1,-,-,12,23,-,1,18,16,3,1,3,6,6,5,16,-,11,7,10,121,8,1
1213017001,3,苫小牧市,白金町１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1213017002,3,苫小牧市,白金町２丁目,0,,,140,2,1,-,-,12,23,-,1,18,16,3,1,3,6,6,5,16,-,11,7,10,121,8,1
12130180,2,苫小牧市,新富町,0,,,330,4,4,-,-,39,25,2,1,26,64,11,2,4,35,8,9,27,2,29,16,26,286,18,4
1213018001,3,苫小牧市,新富町１丁目,0,,,166,1,1,-,-,23,16,-,-,13,29,7,-,2,22,5,-,11,1,16,1,19,138,8,4
1213018002,3,苫小牧市,新富町２丁目,0,,,164,3,3,-,-,16,9,2,1,13,35,4,2,2,13,3,9,16,1,13,15,7,148,10,-
12130190,2,苫小牧市,末広町,0,,,826,8,8,3,1,68,78,11,11,73,138,13,10,14,59,32,19,88,8,69,50,73,709,45,6
1213019001,3,苫小牧市,末広町１丁目,0,,,556,6,6,3,1,44,56,6,5,57,104,7,7,5,37,24,8,54,7,52,24,49,483,29,2
1213019002,3,苫小牧市,末広町２丁目,1,,34002,229,2,2,-,-,22,19,5,5,14,30,6,2,5,14,6,11,28,1,14,26,19,196,11,2
1213019003,3,苫小牧市,末広町３丁目,0,,,41,-,-,-,-,2,3,-,1,2,4,-,1,4,8,2,-,6,-,3,-,5,30,5,2
12130200,2,苫小牧市,住吉町,0,,,698,7,7,-,-,53,84,3,2,68,121,11,8,11,47,23,13,122,3,58,18,46,631,24,4
1213020001,3,苫小牧市,住吉町１丁目,0,,,403,4,4,-,-,36,51,1,1,47,65,5,4,7,26,18,6,52,3,43,7,27,363,17,2
1213020002,3,苫小牧市,住吉町２丁目,0,,,295,3,3,-,-,17,33,2,1,21,56,6,4,4,21,5,7,70,-,15,11,19,268,7,2
12130210,2,苫小牧市,大成町,0,,,1433,26,23,-,-,146,159,4,7,131,245,21,16,16,103,86,25,164,13,131,17,123,1237,84,15
1213021001,3,苫小牧市,大成町１丁目,0,,,1226,24,21,-,-,125,138,3,5,119,210,13,9,6,94,73,13,138,12,119,14,111,1070,62,9
1213021002,3,苫小牧市,大成町２丁目,0,,,207,2,2,-,-,21,21,1,2,12,35,8,7,10,9,13,12,26,1,12,3,12,167,22,6
12130220,2,苫小牧市,高砂町,0,,,287,2,2,2,-,39,24,4,3,17,36,4,6,3,16,14,2,28,2,35,13,37,230,26,3
1213022001,3,苫小牧市,高砂町１丁目,0,,,115,-,-,1,-,14,10,2,1,8,13,2,2,2,3,5,1,17,-,16,5,13,90,13,3
1213022002,3,苫小牧市,高砂町２丁目,0,,,172,2,2,1,-,25,14,2,2,9,23,2,4,1,13,9,1,11,2,19,8,24,140,13,-
12130230,2,苫小牧市,錦町,0,,,151,1,1,-,1,3,7,1,2,6,29,13,2,-,34,8,2,16,-,7,6,13,104,24,9
1213023001,3,苫小牧市,錦町１丁目,0,,,41,-,-,-,-,1,2,-,-,3,5,3,-,-,15,3,-,3,-,3,1,2,24,11,3
1213023002,3,苫小牧市,錦町２丁目,0,,,110,1,1,-,1,2,5,1,2,3,24,10,2,-,19,5,2,13,-,4,5,11,80,13,6
12130240,2,苫小牧市,花園町,0,,,1194,11,11,-,-,115,142,6,7,95,201,18,21,20,58,53,40,153,10,83,61,100,1038,65,13
1213024001,3,苫小牧市,花園町１丁目,0,,,158,1,1,-,-,20,18,1,1,11,18,5,3,3,9,4,6,25,-,13,3,17,131,12,-
1213024002,3,苫小牧市,花園町２丁目,0,,,295,1,1,-,-,26,46,3,4,23,39,5,2,3,9,11,12,48,5,25,24,9,276,11,3
1213024003,3,苫小牧市,花園町３丁目,0,,,342,5,5,-,-,30,35,1,1,23,69,3,9,13,20,17,10,40,2,23,18,23,292,24,6
1213024004,3,苫小牧市,花園町４丁目,0,,,399,4,4,-,-,39,43,1,1,38,75,5,7,1,20,21,12,40,3,22,16,51,339,18,4
12130250,2,苫小牧市,浜町,0,,,188,-,-,2,-,25,19,2,-,14,33,6,4,2,13,9,-,13,2,17,6,21,154,15,2
1213025001,3,苫小牧市,浜町１丁目,0,,,67,-,-,-,-,11,4,1,-,6,11,3,2,1,4,1,-,4,2,10,1,6,59,3,-
1213025002,3,苫小牧市,浜町２丁目,0,,,121,-,-,2,-,14,15,1,-,8,22,3,2,1,9,8,-,9,-,7,5,15,95,12,2
12130260,2,苫小牧市,日の出町,0,,,883,9,8,-,-,85,101,9,9,91,157,20,13,22,44,29,43,105,10,57,31,48,778,42,12
1213026001,3,苫小牧市,日の出町１丁目,0,,,371,4,4,-,-,42,40,3,1,36,65,13,6,10,22,6,25,35,5,26,15,17,331,17,5
1213026002,3,苫小牧市,日の出町２丁目,0,,,512,5,4,-,-,43,61,6,8,55,92,7,7,12,22,23,18,70,5,31,16,31,447,25,7
12130270,2,苫小牧市,双葉町,0,,,1176,11,7,-,2,94,91,8,20,109,196,16,21,31,67,53,38,127,32,63,82,115,962,81,27
1213027001,3,苫小牧市,双葉町１丁目,0,,,409,6,5,-,-,36,36,4,4,37,72,6,13,9,25,26,12,45,2,26,9,41,330,34,6
1213027002,3,苫小牧市,双葉町２丁目,0,,,366,3,2,-,-,27,26,2,2,43,77,6,4,5,26,11,16,42,4,22,14,36,300,21,12
1213027003,3,苫小牧市,双葉町３丁目,0,,,401,2,-,-,2,31,29,2,14,29,47,4,4,17,16,16,10,40,26,15,59,38,332,26,9
12130280,2,苫小牧市,北光町,0,,,965,7,5,-,-,77,174,7,6,83,128,26,16,18,42,27,41,139,8,84,36,46,870,38,12
1213028001,3,苫小牧市,北光町１丁目,0,,,55,-,-,-,-,1,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,-,-
1213028002,3,苫小牧市,北光町２丁目,0,,,312,2,1,-,-,26,45,5,1,32,32,13,7,5,10,7,16,48,5,27,17,14,289,6,2
1213028003,3,苫小牧市,北光町３丁目,0,,,274,2,1,-,-,22,35,2,2,24,45,4,2,6,13,12,11,49,-,27,10,8,254,11,3
1213028004,3,苫小牧市,北光町４丁目,0,,,324,3,3,-,-,28,40,-,3,27,51,9,7,7,19,8,14,42,3,30,9,24,272,21,7
12130290,2,苫小牧市,本町,0,,,155,1,-,-,-,5,11,2,2,6,24,7,-,4,21,14,4,13,1,7,8,25,107,21,7
1213029001,3,苫小牧市,本町１丁目,0,,,70,-,-,-,-,1,6,1,1,3,15,6,-,1,6,3,3,5,1,4,7,7,55,6,3
1213029002,3,苫小牧市,本町２丁目,0,,,85,1,-,-,-,4,5,1,1,3,9,1,-,3,15,11,1,8,-,3,1,18,52,15,4
12130300,2,苫小牧市,本幸町,0,,,134,1,1,-,-,17,15,1,1,11,14,6,4,2,17,4,2,16,1,8,3,11,110,12,1
1213030001,3,苫小牧市,本幸町１丁目,0,,,26,-,-,-,-,5,2,-,-,1,3,1,-,-,4,1,1,1,-,3,-,4,18,3,1
1213030002,3,苫小牧市,本幸町２丁目,0,,,108,1,1,-,-,12,13,1,1,10,11,5,4,2,13,3,1,15,1,5,3,7,92,9,-
12130310,2,苫小牧市,松風町,0,,,144,-,-,-,-,4,6,1,-,9,9,-,-,2,1,1,34,8,-,12,38,19,123,2,-
12130320,2,苫小牧市,美園町,0,,,1840,14,13,-,1,135,312,95,11,175,245,30,33,28,106,76,71,170,14,111,54,159,1584,74,22
1213032001,3,苫小牧市,美園町１丁目,0,,,502,2,2,-,-,15,165,82,-,20,41,10,8,-,15,6,25,45,3,23,21,21,471,6,-
1213032002,3,苫小牧市,美園町２丁目,0,,,438,3,3,-,-,38,45,1,1,35,77,5,10,10,35,29,7,47,-,31,14,50,346,29,13
1213032003,3,苫小牧市,美園町３丁目,0,,,430,5,4,-,1,36,43,1,6,46,58,12,4,8,22,27,22,35,7,30,14,53,352,21,8
1213032004,3,苫小牧市,美園町４丁目,0,,,470,4,4,-,-,46,59,11,4,74,69,3,11,10,34,14,17,43,4,27,5,35,415,18,1
12130330,2,苫小牧市,緑町,0,,,1115,16,14,2,1,89,112,13,21,96,189,28,14,23,63,46,48,147,7,77,34,89,959,64,14
1213033001,3,苫小牧市,緑町１丁目,0,,,631,10,9,2,1,57,67,8,11,52,108,11,8,9,35,30,29,80,4,40,18,51,548,35,5
1213033002,3,苫小牧市,緑町２丁目,0,,,484,6,5,-,-,32,45,5,10,44,81,17,6,14,28,16,19,67,3,37,16,38,411,29,9
12130340,2,苫小牧市,港町,0,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1213034001,3,苫小牧市,港町１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1213034002,3,苫小牧市,港町２丁目,2,19002,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
12130350,2,苫小牧市,見山町,0,,,955,27,26,4,1,106,100,5,6,83,161,17,15,23,47,43,39,133,5,65,19,56,842,67,11
1213035001,3,苫小牧市,見山町１丁目,0,,,202,6,6,2,-,23,22,2,1,19,33,3,3,7,13,5,5,32,1,16,4,5,182,17,2
1213035002,3,苫小牧市,見山町２丁目,0,,,214,5,5,-,-,28,22,-,2,23,40,2,4,4,12,10,7,28,-,10,4,13,184,16,3
1213035003,3,苫小牧市,見山町３丁目,0,,,224,2,2,-,-,25,24,1,1,23,35,4,3,7,13,12,5,27,2,22,3,15,195,18,3
1213035004,3,苫小牧市,見山町４丁目,0,,,315,14,13,2,1,30,32,2,2,18,53,8,5,5,9,16,22,46,2,17,8,23,281,16,3
12130360,2,苫小牧市,元町,0,,,273,2,2,3,-,41,29,1,2,22,41,7,2,5,8,13,7,27,-,20,5,38,222,17,1
1213036001,3,苫小牧市,元町１丁目,0,,,104,1,1,-,-,12,11,1,-,10,16,4,-,4,4,6,1,13,-,7,1,13,85,9,-
1213036002,3,苫小牧市,元町２丁目,0,,,138,1,1,3,-,18,18,-,2,11,23,3,1,-,4,7,6,11,-,12,3,15,116,8,1
1213036003,3,苫小牧市,元町３丁目,0,,,31,-,-,-,-,11,-,-,-,1,2,-,1,1,-,-,-,3,-,1,1,10,21,-,-
12130370,2,苫小牧市,矢代町,0,,,548,5,5,-,-,66,68,1,8,29,74,9,4,15,20,25,11,64,5,36,56,52,476,23,6
1213037001,3,苫小牧市,矢代町１丁目,0,,,263,3,3,-,-,36,44,1,1,14,31,2,2,5,15,9,7,31,4,24,8,26,225,11,4
1213037002,3,苫小牧市,矢代町２丁目,0,,,204,2,2,-,-,17,17,-,5,9,24,6,2,8,5,11,2,23,1,9,44,19,180,6,2
1213037003,3,苫小牧市,矢代町３丁目,0,,,81,-,-,-,-,13,7,-,2,6,19,1,-,2,-,5,2,10,-,3,4,7,71,6,-
12130380,2,苫小牧市,山手町,0,,,602,7,7,-,-,58,71,-,2,40,92,10,15,17,44,32,8,77,3,62,11,53,519,38,9
1213038001,3,苫小牧市,山手町１丁目,0,,,281,3,3,-,-,33,22,-,1,21,48,4,5,7,21,15,4,38,1,24,9,25,248,14,3
1213038002,3,苫小牧市,山手町２丁目,0,,,321,4,4,-,-,25,49,-,1,19,44,6,10,10,23,17,4,39,2,38,2,28,271,24,6
